"Occupation, 1950 basis",Single words,year,gender,prestige,education,income,moral
Mathematicians,mathematician,1990,-0.07228866985638521,0.13520175123942801,0.015068767367574305,0.03299203110009241,0.10650013223525706
Engineers (nec),engineer,1990,-0.17523215376099785,0.12175248829187357,0.03673831927607257,-0.0010596114556033574,0.03878166579955972
Civil-Engineers,"engineer, evaluator, inspector",1990,-0.09190321501818588,0.08616536232379653,0.010311091331563256,-0.012463155620336723,0.021649709703044282
Practical nurses,"nurse, practitioner",1990,0.1817526254030034,0.10296398538196778,0.03854839995099196,-0.05790444284755554,0.1054577005134226
Inspectors (nec),inspector,1990,-0.1322532194823421,-0.03879969161277598,-0.02212552252529836,-0.06378638001953371,-0.064754865142109
"Weavers, textile",weaver,1990,-0.001757140987963062,0.07902726383388765,0.011339430648814087,-0.017348551789616543,0.049687930213775794
Mining-Engineers,"engineer, mineralogist",1990,-0.17523215376099785,0.12175248829187357,0.03673831927607257,-0.0010596114556033574,0.03878166579955972
Teachers (n.e.c.),teacher,1990,0.15157046336888444,0.014237739716314453,0.10884975916060205,-0.060360270553808174,0.12905485211734036
Technicians (nec),technician,1990,-0.049866419328508264,0.08381646875884745,0.0736485033442592,-0.0778209584360074,-0.013370781261519162
Religious workers,clergy,1990,0.008699109311356895,0.10466090029307085,-0.1492362078742955,-0.0818419526917777,0.013555729119736142
"Spinners, textile","spinner, weaver",1990,-0.020931670449468375,0.012687748030738324,0.005738319314900379,0.02462281863738574,-0.01294282170792635
Lawyers and judges,"lawyer, judge, professional",1990,-0.043365288204287034,0.10155968434721023,0.021473137066849973,-0.027707141405461194,0.09058040456666898
Stationary firemen,firefighter,1990,-0.07351079260668057,0.00854043791454575,0.06868149296320833,-0.11746679165017918,0.12171671436465908
Entertainers (nec),entertainer,1990,-0.009081481755882727,0.25054732147425235,-0.03902986903909189,0.11388019659743033,0.06293452881750936
"Brakemen, railroad",railroader,1990,,,,,
Chemical-Engineers,"engineer, chemist",1990,-0.1393036166628051,0.1372103588202519,0.03685870311105918,0.012063233616411317,0.046781794275773336
Locomotive firemen,stoker,1990,0.02845940435877855,0.019678837966742174,-0.020866674039373888,0.0006545974701937657,-0.027594846574936126
Elevator operators,"operator, lifter",1990,-0.013945967985577054,0.015017667213855224,0.02420493253856356,0.07119915785765274,0.030341921250212536
Telephone operators,"operator, telephonist",1990,-0.036754402401009335,-0.005262968681976191,0.0398506635464953,0.012252554909159271,-0.029532572332825836
Testing-technicians,"technician, tester",1990,-0.008156001698322604,0.053465836450021204,0.0836981158415018,0.010542002905820531,0.0324358989142413
Roofers and slaters,"roofer, slater",1990,-0.09455747140154917,0.025237875437241937,0.015724719163528984,-0.023171904060642706,-0.0002350533895279401
"Switchmen, railroad","operator, railroader",1990,-0.036754402401009335,-0.005262968681976191,0.0398506635464953,0.012252554909159271,-0.029532572332825836
Telegraph operators,"operator, telegrapher",1990,-0.036754402401009335,-0.005262968681976191,0.0398506635464953,0.012252554909159271,-0.029532572332825836
"Nurses, professional","nurse, professional",1990,0.15563035262923025,0.05912234120075646,0.06592767292285702,-0.026591758324707976,0.12343031024631784
Janitors and sextons,"janitor, sexton, gravedigger, cleaner",1990,-0.025506928878244444,-0.04654023244400675,-0.007038498394952274,-0.06242975233509307,0.013212411894496238
Industrial-Engineers,"engineer, industrialist",1990,-0.1477791479337863,0.170884350698979,-0.0008499222617433209,0.04626996363261051,-0.0012340989746320134
Electrical-Engineers,"engineer, electrician",1990,-0.15932999947350007,0.11321040834943295,0.037974348271266264,-0.06202225726347723,0.03238570173092811
Stationary engineers,engineer,1990,-0.17523215376099785,0.12175248829187357,0.03673831927607257,-0.0010596114556033574,0.03878166579955972
Mechanical-Engineers,"engineer, mechanist, mechinist, mechanician",1990,-0.17523215376099785,0.12175248829187357,0.03673831927607257,-0.0010596114556033574,0.03878166579955972
